sample_id,class_id,time_s,uv_intensity
0,0,1.268750,0.001960
0,0,1.275000,0.007938
0,0,1.281250,0.013160
0,0,1.287500,0.017127
0,0,1.293750,0.019461
0,0,1.300000,0.019940
0,0,1.306250,0.018518
0,0,1.312500,0.015331
0,0,1.318750,0.010682
0,0,1.325000,0.005015
0,0,1.331250,0.000000
0,0,1.337500,0.350640
0,0,1.343750,0.345286
0,0,1.350000,0.341125
0,0,1.356250,0.338555
0,0,1.362500,0.337821
0,0,1.368750,0.338992
0,0,1.375000,0.341956
0,0,1.381250,0.346432
0,0,1.387500,0.351992
0,0,1.393750,0.000299
0,0,1.400000,0.006385
0,0,1.406250,0.011863
0,0,1.412500,0.016209
0,0,1.418750,0.019011
0,0,1.425000,0.020000
0,0,1.431250,0.019082
0,0,1.437500,0.016345
0,0,1.443750,0.012050
0,0,1.450000,0.006606
0,0,1.456250,0.000533
0,0,1.462500,0.000000
0,0,1.468750,0.000000
0,0,1.475000,0.000000
0,0,1.481250,0.000000
0,0,1.487500,0.000000
0,0,1.493750,0.000000
1,1,0.000000,0.739201
1,1,0.006250,0.745303
1,1,0.012500,0.750822
1,1,0.018750,0.755234
1,1,0.025000,0.758117
1,1,0.031250,0.759197
1,1,0.037500,0.758371
1,1,0.043750,0.016516
1,1,0.050000,0.012287
1,1,0.056250,0.006888
1,1,0.062500,0.000832
1,1,0.068750,0.000000
1,1,0.075000,0.000000
1,1,0.081250,0.000000
1,1,0.087500,0.000000
1,1,0.093750,0.000000
1,1,0.100000,0.000000
1,1,0.106250,0.000000
1,1,0.112500,0.000000
1,1,0.118750,0.000000
1,1,0.125000,0.737540
1,1,0.131250,0.743699
1,1,0.137500,0.749429
1,1,0.143750,0.754185
1,1,0.150000,0.757512
1,1,0.156250,0.759093
1,1,0.162500,0.758778
1,1,0.168750,0.017396
1,1,0.175000,0.013556
1,1,0.181250,0.008424
1,1,0.187500,0.002489
1,1,0.193750,0.000000
1,1,0.200000,0.000000
1,1,0.206250,0.000000
1,1,0.212500,0.000000
1,1,0.218750,0.000000
1,1,0.225000,0.000000
1,1,0.231250,0.000000
1,1,0.237500,0.000000
1,1,0.243750,0.000000
1,1,0.250000,0.735889
1,1,0.256250,0.742064
1,1,0.262500,0.747966
1,1,0.268750,0.753032
1,1,0.275000,0.756780
1,1,0.281250,0.758852
1,1,0.287500,0.759051
1,1,0.293750,0.018156
1,1,0.300000,0.014731
1,1,0.306250,0.009902
1,1,0.312500,0.004129
1,1,0.318750,0.000000
1,1,0.325000,0.000000
1,1,0.331250,0.000000
1,1,0.337500,0.000000
1,1,0.343750,0.000000
1,1,0.350000,0.000000
1,1,0.356250,0.000000
1,1,0.362500,0.000000
1,1,0.368750,0.000000
1,1,0.375000,0.734262
1,1,0.381250,0.740410
1,1,0.387500,0.746442
1,1,0.393750,0.751784
1,1,0.400000,0.755927
1,1,0.406250,0.758475
1,1,0.412500,0.759186
1,1,0.418750,0.018790
1,1,0.425000,0.015804
1,1,0.431250,0.011312
1,1,0.437500,0.005741
1,1,0.443750,0.000000
1,1,0.450000,0.000000
1,1,0.456250,0.000000
1,1,0.462500,0.000000
1,1,0.468750,0.000000
1,1,0.475000,0.000000
1,1,0.481250,0.000000
1,1,0.487500,0.000000
1,1,0.493750,0.000000
1,1,0.500000,0.732669
1,1,0.506250,0.738747
1,1,0.512500,0.744868
1,1,0.518750,0.750449
1,1,0.525000,0.754958
1,1,0.531250,0.757964
1,1,0.537500,0.759182
1,1,0.543750,0.758496
1,1,0.550000,0.016768
1,1,0.556250,0.012643
1,1,0.562500,0.007313
1,1,0.568750,0.001286
1,1,0.575000,0.000000
1,1,0.581250,0.000000
1,1,0.587500,0.000000
1,1,0.593750,0.000000
1,1,0.600000,0.000000
1,1,0.606250,0.000000
1,1,0.612500,0.000000
1,1,0.618750,0.000000
1,1,0.625000,0.731121
1,1,0.631250,0.737087
1,1,0.637500,0.743255
1,1,0.643750,0.749036
1,1,0.650000,0.753880
1,1,0.656250,0.757324
1,1,0.662500,0.759041
1,1,0.668750,0.019665
1,1,0.675000,0.017616
1,1,0.681250,0.013887
1,1,0.687500,0.008834
1,1,0.693750,0.002940
1,1,0.700000,0.000000
1,1,0.706250,0.000000
1,1,0.712500,0.000000
1,1,0.718750,0.000000
1,1,0.725000,0.000000
1,1,0.731250,0.000000
1,1,0.737500,0.000000
1,1,0.743750,0.000000
1,1,0.750000,0.729628
1,1,0.756250,0.735442
1,1,0.762500,0.741613
1,1,0.768750,0.747555
1,1,0.775000,0.752700
1,1,0.781250,0.756559
1,1,0.787500,0.758762
1,1,0.793750,0.759101
1,1,0.800000,0.018342
1,1,0.806250,0.015035
1,1,0.812500,0.010295
1,1,0.818750,0.004573
1,1,0.825000,0.000000
1,1,0.831250,0.000000
1,1,0.837500,0.000000
1,1,0.843750,0.000000
1,1,0.850000,0.000000
1,1,0.856250,0.000000
1,1,0.862500,0.000000
1,1,0.868750,0.000000
1,1,0.875000,0.728202
1,1,0.881250,0.733822
1,1,0.887500,0.739955
1,1,0.893750,0.746016
1,1,0.900000,0.751427
1,1,0.906250,0.755673
1,1,0.912500,0.758348
1,1,0.918750,0.019997
1,1,0.925000,0.018941
1,1,0.931250,0.016079
1,1,0.937500,0.011684
1,1,0.943750,0.006175
1,1,0.950000,0.000078
1,1,0.956250,0.000000
1,1,0.962500,0.000000
1,1,0.968750,0.000000
1,1,0.975000,0.000000
1,1,0.981250,0.000000
1,1,0.987500,0.000000
1,1,0.993750,0.000000
1,1,1.000000,0.726853
1,1,1.006250,0.732241
1,1,1.012500,0.738292
1,1,1.018750,0.744430
1,1,1.025000,0.750070
1,1,1.031250,0.754674
1,1,1.037500,0.757802
1,1,1.043750,0.759157
1,1,1.050000,0.019409
1,1,1.056250,0.017011
1,1,1.062500,0.012992
1,1,1.068750,0.007734
1,1,1.075000,0.001739
1,1,1.081250,0.000000
1,1,1.087500,0.000000
1,1,1.093750,0.000000
1,1,1.100000,0.000000
1,1,1.106250,0.000000
1,1,1.112500,0.000000
1,1,1.118750,0.000000
1,1,1.125000,0.725588
1,1,1.131250,0.730707
1,1,1.137500,0.736635
1,1,1.143750,0.742808
1,1,1.150000,0.748637
1,1,1.156250,0.753567
1,1,1.162500,0.757127
1,1,1.168750,0.758978
1,1,1.175000,0.019743
1,1,1.181250,0.017827
1,1,1.187500,0.014211
1,1,1.193750,0.009240
1,1,1.200000,0.003389
1,1,1.206250,0.000000
1,1,1.212500,0.000000
1,1,1.218750,0.000000
1,1,1.225000,0.000000
1,1,1.231250,0.000000
1,1,1.237500,0.000000
1,1,1.243750,0.000000
1,1,1.250000,0.724418
1,1,1.256250,0.729232
1,1,1.262500,0.734996
1,1,1.268750,0.741161
1,1,1.275000,0.747140
1,1,1.281250,0.752361
1,1,1.287500,0.756328
1,1,1.293750,0.019461
1,1,1.300000,0.019940
1,1,1.306250,0.018518
1,1,1.312500,0.015331
1,1,1.318750,0.010682
1,1,1.325000,0.005015
1,1,1.331250,0.000000
1,1,1.337500,0.000000
1,1,1.343750,0.000000
1,1,1.350000,0.000000
1,1,1.356250,0.000000
1,1,1.362500,0.000000
1,1,1.368750,0.000000
1,1,1.375000,0.723350
1,1,1.381250,0.727826
1,1,1.387500,0.733386
1,1,1.393750,0.739501
1,1,1.400000,0.745587
1,1,1.406250,0.751064
1,1,1.412500,0.755411
1,1,1.418750,0.758212
1,1,1.425000,0.020000
1,1,1.431250,0.019082
1,1,1.437500,0.016345
1,1,1.443750,0.012050
1,1,1.450000,0.006606
1,1,1.456250,0.000533
1,1,1.462500,0.000000
1,1,1.468750,0.000000
1,1,1.475000,0.000000
1,1,1.481250,0.000000
1,1,1.487500,0.000000
1,1,1.493750,0.000000
2,2,0.000000,1.108605
2,2,0.006250,1.114707
2,2,0.012500,0.011621
2,2,0.018750,0.016032
2,2,0.025000,0.018916
2,2,0.031250,0.019996
2,2,0.037500,0.019169
2,2,0.043750,0.016516
2,2,0.050000,0.012287
2,2,0.056250,0.006888
2,2,0.062500,0.000832
2,2,0.068750,0.000000
2,2,0.075000,0.000000
2,2,0.081250,0.000000
2,2,0.087500,0.000000
2,2,0.093750,0.000000
2,2,0.100000,0.000000
2,2,0.106250,0.000000
2,2,0.112500,0.000000
2,2,0.118750,0.000000
2,2,0.125000,0.000000
2,2,0.131250,0.004497
2,2,0.137500,0.010228
2,2,0.143750,0.014983
2,2,0.150000,0.018311
2,2,0.156250,0.019892
2,2,0.162500,0.019577
2,2,0.168750,0.017396
2,2,0.175000,0.013556
2,2,0.181250,0.008424
2,2,0.187500,0.002489
2,2,0.193750,0.000000
2,2,0.200000,0.000000
2,2,0.206250,0.000000
2,2,0.212500,0.000000
2,2,0.218750,0.000000
2,2,0.225000,0.000000
2,2,0.231250,0.000000
2,2,0.237500,0.000000
2,2,0.243750,0.000000
2,2,0.250000,1.105293
2,2,0.256250,1.111468
2,2,0.262500,0.008765
2,2,0.268750,0.013831
2,2,0.275000,0.017579
2,2,0.281250,0.019651
2,2,0.287500,0.019849
2,2,0.293750,0.018156
2,2,0.300000,0.014731
2,2,0.306250,0.009902
2,2,0.312500,0.004129
2,2,0.318750,0.000000
2,2,0.325000,0.000000
2,2,0.331250,0.000000
2,2,0.337500,0.000000
2,2,0.343750,0.000000
2,2,0.350000,0.000000
2,2,0.356250,0.000000
2,2,0.362500,0.000000
2,2,0.368750,0.000000
2,2,0.375000,0.000000
2,2,0.381250,0.001208
2,2,0.387500,0.007241
2,2,0.393750,0.012583
2,2,0.400000,0.016725
2,2,0.406250,0.019274
2,2,0.412500,0.019984
2,2,0.418750,0.018790
2,2,0.425000,0.015804
2,2,0.431250,0.011312
2,2,0.437500,0.005741
2,2,0.443750,0.000000
2,2,0.450000,0.000000
2,2,0.456250,0.000000
2,2,0.462500,0.000000
2,2,0.468750,0.000000
2,2,0.475000,0.000000
2,2,0.481250,0.000000
2,2,0.487500,0.000000
2,2,0.493750,0.000000
2,2,0.500000,0.000000
2,2,0.506250,0.000000
2,2,0.512500,0.005666
2,2,0.518750,0.011248
2,2,0.525000,0.015756
2,2,0.531250,0.018763
2,2,0.537500,0.019981
2,2,0.543750,0.019294
2,2,0.550000,0.016768
2,2,0.556250,0.012643
2,2,0.562500,0.007313
2,2,0.568750,0.001286
2,2,0.575000,0.000000
2,2,0.581250,0.000000
2,2,0.587500,0.000000
2,2,0.593750,0.000000
2,2,0.600000,0.000000
2,2,0.606250,0.000000
2,2,0.612500,0.000000
2,2,0.618750,0.000000
2,2,0.625000,0.000000
2,2,0.631250,0.000000
2,2,0.637500,0.004053
2,2,0.643750,0.009835
2,2,0.650000,0.014678
2,2,0.656250,0.018123
2,2,0.662500,0.019840
2,2,0.668750,0.019665
2,2,0.675000,0.017616
2,2,0.681250,0.013887
2,2,0.687500,0.008834
2,2,0.693750,1.111545
2,2,0.700000,0.000000
2,2,0.706250,0.000000
2,2,0.712500,0.000000
2,2,0.718750,0.000000
2,2,0.725000,0.000000
2,2,0.731250,0.000000
2,2,0.737500,0.000000
2,2,0.743750,0.000000
2,2,0.750000,0.000000
2,2,0.756250,0.000000
2,2,0.762500,0.002412
2,2,0.768750,0.008354
2,2,0.775000,0.013499
2,2,0.781250,0.017357
2,2,0.787500,0.019561
2,2,0.793750,0.019900
2,2,0.800000,0.018342
2,2,0.806250,0.015035
2,2,0.812500,0.010295
2,2,0.818750,0.004573
2,2,0.825000,0.000000
2,2,0.831250,0.000000
2,2,0.837500,0.000000
2,2,0.843750,0.000000
2,2,0.850000,0.000000
2,2,0.856250,0.000000
2,2,0.862500,0.000000
2,2,0.868750,0.000000
2,2,0.875000,0.000000
2,2,0.881250,0.000000
2,2,0.887500,0.000754
2,2,0.893750,0.006815
2,2,0.900000,0.012226
2,2,0.906250,0.016472
2,2,0.912500,0.019147
2,2,0.918750,0.019997
2,2,0.925000,0.018941
2,2,0.931250,0.016079
2,2,0.937500,1.120289
2,2,0.943750,1.114781
2,2,0.950000,0.000078
2,2,0.956250,0.000000
2,2,0.962500,0.000000
2,2,0.968750,0.000000
2,2,0.975000,0.000000
2,2,0.981250,0.000000
2,2,0.987500,0.000000
2,2,0.993750,0.000000
2,2,1.000000,0.000000
2,2,1.006250,0.000000
2,2,1.012500,0.000000
2,2,1.018750,0.005229
2,2,1.025000,0.010869
2,2,1.031250,0.015472
2,2,1.037500,0.018601
2,2,1.043750,0.019956
2,2,1.050000,0.019409
2,2,1.056250,0.017011
2,2,1.062500,0.012992
2,2,1.068750,0.007734
2,2,1.075000,0.001739
2,2,1.081250,0.000000
2,2,1.087500,0.000000
2,2,1.093750,0.000000
2,2,1.100000,0.000000
2,2,1.106250,0.000000
2,2,1.112500,0.000000
2,2,1.118750,0.000000
2,2,1.125000,0.000000
2,2,1.131250,0.000000
2,2,1.137500,0.000000
2,2,1.143750,0.003607
2,2,1.150000,0.009436
2,2,1.156250,0.014366
2,2,1.162500,0.017926
2,2,1.168750,0.019777
2,2,1.175000,0.019743
2,2,1.181250,0.017827
2,2,1.187500,1.122816
2,2,1.193750,0.009240
2,2,1.200000,0.003389
2,2,1.206250,0.000000
2,2,1.212500,0.000000
2,2,1.218750,0.000000
2,2,1.225000,0.000000
2,2,1.231250,0.000000
2,2,1.237500,0.000000
2,2,1.243750,0.000000
2,2,1.250000,0.000000
2,2,1.256250,0.000000
2,2,1.262500,0.000000
2,2,1.268750,0.001960
2,2,1.275000,0.007938
2,2,1.281250,0.013160
2,2,1.287500,0.017127
2,2,1.293750,0.019461
2,2,1.300000,0.019940
2,2,1.306250,0.018518
2,2,1.312500,0.015331
2,2,1.318750,0.010682
2,2,1.325000,0.005015
2,2,1.331250,0.000000
2,2,1.337500,0.000000
2,2,1.343750,0.000000
2,2,1.350000,0.000000
2,2,1.356250,0.000000
2,2,1.362500,0.000000
2,2,1.368750,0.000000
2,2,1.375000,0.000000
2,2,1.381250,0.000000
2,2,1.387500,0.000000
2,2,1.393750,0.000299
2,2,1.400000,0.006385
2,2,1.406250,0.011863
2,2,1.412500,0.016209
2,2,1.418750,0.019011
2,2,1.425000,0.020000
2,2,1.431250,0.019082
2,2,1.437500,0.016345
2,2,1.443750,0.012050
2,2,1.450000,0.006606
2,2,1.456250,0.000533
2,2,1.462500,0.000000
2,2,1.468750,0.000000
2,2,1.475000,0.000000
2,2,1.481250,0.000000
2,2,1.487500,0.000000
2,2,1.493750,0.000000
3,3,0.000000,0.155303
3,3,0.006250,0.161405
3,3,0.012500,0.166924
3,3,0.018750,0.171336
3,3,0.025000,0.174219
3,3,0.031250,0.175299
3,3,0.037500,0.174473
3,3,0.043750,0.171819
3,3,0.050000,0.167591
3,3,0.056250,0.162191
3,3,0.062500,0.156135
3,3,0.068750,0.150000
3,3,0.075000,0.144370
3,3,0.081250,0.139782
3,3,0.087500,0.136674
3,3,0.093750,0.135342
3,3,0.100000,0.135913
3,3,0.106250,0.138333
3,3,0.112500,0.142370
3,3,0.118750,0.147641
3,3,0.125000,0.153642
3,3,0.131250,0.004497
3,3,0.137500,0.010228
3,3,0.143750,0.014983
3,3,0.150000,0.018311
3,3,0.156250,0.019892
3,3,0.162500,0.019577
3,3,0.168750,0.017396
3,3,0.175000,0.013556
3,3,0.181250,0.008424
3,3,0.187500,0.002489
3,3,0.193750,0.000000
3,3,0.200000,0.145799
3,3,0.206250,0.140884
3,3,0.212500,0.137343
3,3,0.218750,0.135515
3,3,0.225000,0.135573
3,3,0.231250,0.137512
3,3,0.237500,0.141148
3,3,0.243750,0.146132
3,3,0.250000,0.151991
3,3,0.256250,0.624077
3,3,0.262500,0.629979
3,3,0.268750,0.635045
3,3,0.275000,0.638793
3,3,0.281250,0.640865
3,3,0.287500,0.641063
3,3,0.293750,0.639370
3,3,0.300000,0.635945
3,3,0.306250,0.631116
3,3,0.312500,0.625343
3,3,0.318750,0.619177
3,3,0.325000,0.613204
3,3,0.331250,0.607996
3,3,0.337500,0.604047
3,3,0.343750,0.601735
3,3,0.350000,0.601280
3,3,0.356250,0.602725
3,3,0.362500,0.605933
3,3,0.368750,0.610598
3,3,0.375000,0.616274
3,3,0.381250,0.622422
3,3,0.387500,0.628455
3,3,0.393750,0.633797
3,3,0.400000,0.637939
3,3,0.406250,0.640487
3,3,0.412500,0.641198
3,3,0.418750,0.640004
3,3,0.425000,0.637018
3,3,0.431250,0.632526
3,3,0.437500,0.626955
3,3,0.443750,0.620837
3,3,0.450000,0.614755
3,3,0.456250,0.609288
3,3,0.462500,0.604959
3,3,0.468750,0.602179
3,3,0.475000,0.601214
3,3,0.481250,0.602155
3,3,0.487500,0.604914
3,3,0.493750,0.609226
3,3,0.500000,0.614681
3,3,0.506250,0.620759
3,3,0.512500,0.626880
3,3,0.518750,0.632461
3,3,0.525000,0.636970
3,3,0.531250,0.639977
3,3,0.537500,0.641195
3,3,0.543750,0.640508
3,3,0.550000,0.637982
3,3,0.556250,0.633857
3,3,0.562500,0.628527
3,3,0.568750,0.622500
3,3,0.575000,0.616350
3,3,0.581250,0.610664
3,3,0.587500,0.605983
3,3,0.593750,0.602755
3,3,0.600000,0.601286
3,3,0.606250,0.601717
3,3,0.612500,0.604007
3,3,0.618750,0.607937
3,3,0.625000,0.613133
3,3,0.631250,0.619099
3,3,0.637500,0.625267
3,3,0.643750,0.631048
3,3,0.650000,0.635892
3,3,0.656250,0.639337
3,3,0.662500,0.641054
3,3,0.668750,0.640879
3,3,0.675000,0.638830
3,3,0.681250,0.635101
3,3,0.687500,0.630048
3,3,0.693750,0.624154
3,3,0.700000,0.617979
3,3,0.706250,0.612112
3,3,0.712500,0.607113
3,3,0.718750,0.603458
3,3,0.725000,0.601497
3,3,0.731250,0.601414
3,3,0.737500,0.603220
3,3,0.743750,0.606740
3,3,0.750000,0.611641
3,3,0.756250,0.617454
3,3,0.762500,0.623626
3,3,0.768750,0.629567
3,3,0.775000,0.634713
3,3,0.781250,0.638571
3,3,0.787500,0.640775
3,3,0.793750,0.641114
3,3,0.800000,0.639556
3,3,0.806250,0.636249
3,3,0.812500,0.631509
3,3,0.818750,0.625787
3,3,0.825000,0.619630
3,3,0.831250,0.613623
3,3,0.837500,0.608340
3,3,0.843750,0.604285
3,3,0.850000,0.601843
3,3,0.856250,0.601248
3,3,0.862500,0.602557
3,3,0.868750,0.605644
3,3,0.875000,0.610215
3,3,0.881250,0.615835
3,3,0.887500,0.621968
3,3,0.893750,0.628029
3,3,0.900000,0.633440
3,3,0.906250,0.637686
3,3,0.912500,0.640361
3,3,0.918750,0.641211
3,3,0.925000,0.640155
3,3,0.931250,0.637293
3,3,0.937500,0.632898
3,3,0.943750,0.627389
3,3,0.950000,0.621292
3,3,0.956250,0.615187
3,3,0.962500,0.609657
3,3,0.968750,0.605228
3,3,0.975000,0.602324
3,3,0.981250,0.601220
3,3,0.987500,0.602022
3,3,0.993750,0.604654
3,3,1.000000,0.608865
3,3,1.006250,0.614253
3,3,1.012500,0.620305
3,3,1.018750,0.626443
3,3,1.025000,0.632083
3,3,1.031250,0.636686
3,3,1.037500,0.639815
3,3,1.043750,0.641170
3,3,1.050000,0.640623
3,3,1.056250,0.638225
3,3,1.062500,0.634206
3,3,1.068750,0.628948
3,3,1.075000,0.622953
3,3,1.081250,0.616792
3,3,1.087500,0.611053
3,3,1.093750,0.606282
3,3,1.100000,0.602935
3,3,1.106250,0.601330
3,3,1.112500,0.601621
3,3,1.118750,0.603780
3,3,1.125000,0.607601
3,3,1.131250,0.612719
3,3,1.137500,0.618648
3,3,1.143750,0.624821
3,3,1.150000,0.009436
3,3,1.156250,0.014366
3,3,1.162500,0.017926
3,3,1.168750,0.019777
3,3,1.175000,0.019743
3,3,1.181250,0.017827
3,3,1.187500,0.014211
3,3,1.193750,0.009240
3,3,1.200000,0.158692
3,3,1.206250,0.152518
3,3,1.212500,0.146609
3,3,1.218750,0.141529
3,3,1.225000,0.137762
3,3,1.231250,0.135667
3,3,1.237500,0.135445
3,3,1.243750,0.137115
3,3,1.250000,0.140520
3,3,1.256250,0.145334
3,3,1.262500,0.151098
3,3,1.268750,0.157263
3,3,1.275000,0.163242
3,3,1.281250,0.168463
3,3,1.287500,0.172430
3,3,1.293750,0.174765
3,3,1.300000,0.175244
3,3,1.306250,0.173822
3,3,1.312500,0.170634
3,3,1.318750,0.165986
3,3,1.325000,0.160318
3,3,1.331250,0.000000
3,3,1.337500,0.000000
3,3,1.343750,0.000000
3,3,1.350000,0.000000
3,3,1.356250,0.000000
3,3,1.362500,0.000000
3,3,1.368750,0.000000
3,3,1.375000,0.000000
3,3,1.381250,0.000000
3,3,1.387500,0.000000
3,3,1.393750,0.000299
3,3,1.400000,0.161689
3,3,1.406250,0.167166
3,3,1.412500,0.171513
3,3,1.418750,0.174314
3,3,1.425000,0.175303
3,3,1.431250,0.174385
3,3,1.437500,0.171649
3,3,1.443750,0.167353
3,3,1.450000,0.161910
3,3,1.456250,0.155836
3,3,1.462500,0.149712
3,3,1.468750,0.144120
3,3,1.475000,0.139595
3,3,1.481250,0.136567
3,3,1.487500,0.135326
3,3,1.493750,0.135989
